ICMP,Test_Date,Incubation_time,BioRep,TechRep,Bacteria,Additives,ZOI_mm
146,20201123,Day 7,2,2,E. coli,0.1ng/mL LTA,0
146,20201123,Day 7,2,1,E. coli,100ng/mL LTA,0
146,20201123,Day 7,2,2,E. coli,100ng/mL LTA,0
146,20201123,Day 7,2,1,E. coli,Autoclaved bacteria,0
146,20201123,Day 7,2,2,E. coli,Autoclaved bacteria,0
146,20201123,Day 7,2,1,E. coli,Fungi alone,0
146,20201123,Day 7,2,2,E. coli,Fungi alone,0
CON,20201123,Day 7,2,1,E. coli,CON control,0
CON,20201123,Day 7,2,2,E. coli,CON control,0
CON,20201123,Day 7,2,1,E. coli,PDB control,0
CON,20201123,Day 7,2,2,E. coli,PDB control,0
146,20201123,Day 7,2,1,S. aureus,0.1ng/mL LPS,0
146,20201123,Day 7,2,2,S. aureus,0.1ng/mL LPS,0
146,20201123,Day 7,2,1,S. aureus,100ng/mL LPS,0
146,20201123,Day 7,2,2,S. aureus,100ng/mL LPS,0
146,20201123,Day 7,2,1,S. aureus,0.1ng/mL LTA,0
146,20201123,Day 7,2,2,S. aureus,0.1ng/mL LTA,0
146,20201123,Day 7,2,1,S. aureus,100ng/mL LTA,0
146,20201123,Day 7,2,2,S. aureus,100ng/mL LTA,0
146,20201123,Day 7,2,1,S. aureus,Autoclaved bacteria,0
146,20201123,Day 7,2,2,S. aureus,Autoclaved bacteria,0
146,20201123,Day 7,2,1,S. aureus,Fungi alone,0
146,20201123,Day 7,2,2,S. aureus,Fungi alone,0
CON,20201123,Day 7,2,1,S. aureus,CON control,0
CON,20201123,Day 7,2,2,S. aureus,CON control,0
CON,20201123,Day 7,2,1,S. aureus,PDB control,0
CON,20201123,Day 7,2,2,S. aureus,PDB control,0
146,20201130,Day14,2,1,E. coli,0.1ng/mL LPS,0
146,20201130,Day14,2,2,E. coli,0.1ng/mL LPS,0
146,20201130,Day14,2,1,E. coli,100ng/mL LPS,0
146,20201130,Day14,2,2,E. coli,100ng/mL LPS,0
146,20201130,Day14,2,1,E. coli,0.1ng/mL LTA,0
146,20201130,Day14,2,2,E. coli,0.1ng/mL LTA,0
146,20201130,Day14,2,1,E. coli,100ng/mL LTA,0
146,20201130,Day14,2,2,E. coli,100ng/mL LTA,0
146,20201130,Day14,2,1,E. coli,Autoclaved bacteria,0
146,20201130,Day14,2,2,E. coli,Autoclaved bacteria,0
146,20201130,Day14,2,1,E. coli,Fungi alone,0
146,20201130,Day14,2,2,E. coli,Fungi alone,0
CON,20201130,Day14,2,1,E. coli,CON control,0
CON,20201130,Day14,2,2,E. coli,CON control,0
CON,20201130,Day14,2,1,E. coli,PDB control,0
CON,20201130,Day14,2,2,E. coli,PDB control,0
146,20201130,Day14,2,1,S. aureus,0.1ng/mL LPS,0
146,20201130,Day14,2,2,S. aureus,0.1ng/mL LPS,0
146,20201130,Day14,2,1,S. aureus,100ng/mL LPS,0
146,20201130,Day14,2,2,S. aureus,100ng/mL LPS,0
146,20201130,Day14,2,1,S. aureus,0.1ng/mL LTA,0
146,20201130,Day14,2,2,S. aureus,0.1ng/mL LTA,0
146,20201130,Day14,2,1,S. aureus,100ng/mL LTA,0
146,20201130,Day14,2,2,S. aureus,100ng/mL LTA,0
146,20201130,Day14,2,1,S. aureus,Autoclaved bacteria,0
146,20201130,Day14,2,2,S. aureus,Autoclaved bacteria,0
146,20201130,Day14,2,1,S. aureus,Fungi alone,0
146,20201130,Day14,2,2,S. aureus,Fungi alone,0
CON,20201130,Day14,2,1,S. aureus,CON control,0
CON,20201130,Day14,2,2,S. aureus,CON control,0
CON,20201130,Day14,2,1,S. aureus,PDB control,0
CON,20201130,Day14,2,2,S. aureus,PDB control,0
13875,20201119,Day 3,2,1,E. coli,0.1ng/mL LPS,0
13875,20201119,Day 3,2,2,E. coli,0.1ng/mL LPS,0
13875,20201119,Day 3,2,1,E. coli,100ng/mL LPS,0
13875,20201119,Day 3,2,2,E. coli,100ng/mL LPS,0
13875,20201119,Day 3,2,1,E. coli,0.1ng/mL LTA,0
13875,20201119,Day 3,2,2,E. coli,0.1ng/mL LTA,0
13875,20201119,Day 3,2,1,E. coli,100ng/mL LTA,0
13875,20201119,Day 3,2,2,E. coli,100ng/mL LTA,0
13875,20201119,Day 3,2,1,E. coli,Autoclaved bacteria,0
13875,20201119,Day 3,2,2,E. coli,Autoclaved bacteria,0
13875,20201119,Day 3,2,1,E. coli,Fungi alone,0
13875,20201119,Day 3,2,2,E. coli,Fungi alone,0
13875,20201119,Day 3,2,1,S. aureus,0.1ng/mL LPS,0
13875,20201119,Day 3,2,2,S. aureus,0.1ng/mL LPS,0
13875,20201119,Day 3,2,1,S. aureus,100ng/mL LPS,0
13875,20201119,Day 3,2,2,S. aureus,100ng/mL LPS,0
13875,20201119,Day 3,2,1,S. aureus,0.1ng/mL LTA,0
13875,20201119,Day 3,2,2,S. aureus,0.1ng/mL LTA,0
13875,20201119,Day 3,2,1,S. aureus,100ng/mL LTA,0
13875,20201119,Day 3,2,2,S. aureus,100ng/mL LTA,0
13875,20201119,Day 3,2,1,S. aureus,Autoclaved bacteria,0
13875,20201119,Day 3,2,2,S. aureus,Autoclaved bacteria,0
13875,20201119,Day 3,2,1,S. aureus,Fungi alone,0
13875,20201119,Day 3,2,2,S. aureus,Fungi alone,0
13875,20201123,Day 7,2,1,E. coli,0.1ng/mL LPS,0
13875,20201123,Day 7,2,2,E. coli,0.1ng/mL LPS,0
13875,20201123,Day 7,2,1,E. coli,100ng/mL LPS,0
13875,20201123,Day 7,2,2,E. coli,100ng/mL LPS,0
13875,20201123,Day 7,2,1,E. coli,0.1ng/mL LTA,0
13875,20201123,Day 7,2,2,E. coli,0.1ng/mL LTA,0
13875,20201123,Day 7,2,1,E. coli,100ng/mL LTA,0
13875,20201123,Day 7,2,2,E. coli,100ng/mL LTA,0
13875,20201123,Day 7,2,1,E. coli,Autoclaved bacteria,0
13875,20201123,Day 7,2,2,E. coli,Autoclaved bacteria,0
13875,20201123,Day 7,2,1,E. coli,Fungi alone,0
13875,20201123,Day 7,2,2,E. coli,Fungi alone,0
13875,20201123,Day 7,2,1,S. aureus,0.1ng/mL LPS,0
13875,20201123,Day 7,2,2,S. aureus,0.1ng/mL LPS,0
13875,20201123,Day 7,2,1,S. aureus,100ng/mL LPS,0
13875,20201123,Day 7,2,2,S. aureus,100ng/mL LPS,0
13875,20201123,Day 7,2,1,S. aureus,0.1ng/mL LTA,0
13875,20201123,Day 7,2,2,S. aureus,0.1ng/mL LTA,0
13875,20201123,Day 7,2,1,S. aureus,100ng/mL LTA,0
13875,20201123,Day 7,2,2,S. aureus,100ng/mL LTA,0
13875,20201123,Day 7,2,1,S. aureus,Autoclaved bacteria,0
13875,20201123,Day 7,2,2,S. aureus,Autoclaved bacteria,0
13875,20201123,Day 7,2,1,S. aureus,Fungi alone,0
13875,20201123,Day 7,2,2,S. aureus,Fungi alone,0
13875,20201130,Day14,2,1,E. coli,0.1ng/mL LPS,0
13875,20201130,Day14,2,2,E. coli,0.1ng/mL LPS,0
13875,20201130,Day14,2,1,E. coli,100ng/mL LPS,0
13875,20201130,Day14,2,2,E. coli,100ng/mL LPS,0
13875,20201130,Day14,2,1,E. coli,0.1ng/mL LTA,0
13875,20201130,Day14,2,2,E. coli,0.1ng/mL LTA,0
13875,20201130,Day14,2,1,E. coli,100ng/mL LTA,0
13875,20201130,Day14,2,2,E. coli,100ng/mL LTA,0
13875,20201130,Day14,2,1,E. coli,Autoclaved bacteria,0
13875,20201130,Day14,2,2,E. coli,Autoclaved bacteria,0
13875,20201130,Day14,2,1,E. coli,Fungi alone,0
13875,20201130,Day14,2,2,E. coli,Fungi alone,0
13875,20201130,Day14,2,1,S. aureus,0.1ng/mL LPS,0
13875,20201130,Day14,2,2,S. aureus,0.1ng/mL LPS,0
13875,20201130,Day14,2,1,S. aureus,100ng/mL LPS,0
13875,20201130,Day14,2,2,S. aureus,100ng/mL LPS,0
13875,20201130,Day14,2,1,S. aureus,0.1ng/mL LTA,0
13875,20201130,Day14,2,2,S. aureus,0.1ng/mL LTA,0
13875,20201130,Day14,2,1,S. aureus,100ng/mL LTA,0
13875,20201130,Day14,2,2,S. aureus,100ng/mL LTA,0
13875,20201130,Day14,2,1,S. aureus,Autoclaved bacteria,0
13875,20201130,Day14,2,2,S. aureus,Autoclaved bacteria,0
13875,20201130,Day14,2,1,S. aureus,Fungi alone,0
13875,20201130,Day14,2,2,S. aureus,Fungi alone,0
13903,20201119,Day 3,2,1,E. coli,0.1ng/mL LPS,0
13903,20201119,Day 3,2,2,E. coli,0.1ng/mL LPS,0
13903,20201119,Day 3,2,1,E. coli,100ng/mL LPS,0
13903,20201119,Day 3,2,2,E. coli,100ng/mL LPS,0
13903,20201119,Day 3,2,1,E. coli,0.1ng/mL LTA,0
13903,20201119,Day 3,2,2,E. coli,0.1ng/mL LTA,0
13903,20201119,Day 3,2,1,E. coli,100ng/mL LTA,0
13903,20201119,Day 3,2,2,E. coli,100ng/mL LTA,0
13903,20201119,Day 3,2,1,E. coli,Autoclaved bacteria,0
13903,20201119,Day 3,2,2,E. coli,Autoclaved bacteria,0
13903,20201119,Day 3,2,1,E. coli,Fungi alone,0
13903,20201119,Day 3,2,2,E. coli,Fungi alone,0
13903,20201119,Day 3,2,1,S. aureus,0.1ng/mL LPS,0
13903,20201119,Day 3,2,2,S. aureus,0.1ng/mL LPS,0
13903,20201119,Day 3,2,1,S. aureus,100ng/mL LPS,0
13903,20201119,Day 3,2,2,S. aureus,100ng/mL LPS,0
13903,20201119,Day 3,2,1,S. aureus,0.1ng/mL LTA,0
13903,20201119,Day 3,2,2,S. aureus,0.1ng/mL LTA,0
13903,20201119,Day 3,2,1,S. aureus,100ng/mL LTA,0
13903,20201119,Day 3,2,2,S. aureus,100ng/mL LTA,0
13903,20201119,Day 3,2,1,S. aureus,Autoclaved bacteria,0
13903,20201119,Day 3,2,2,S. aureus,Autoclaved bacteria,0
13903,20201119,Day 3,2,1,S. aureus,Fungi alone,0
13903,20201119,Day 3,2,2,S. aureus,Fungi alone,0
13903,20201123,Day 7,2,1,E. coli,0.1ng/mL LPS,0
13903,20201123,Day 7,2,2,E. coli,0.1ng/mL LPS,0
13903,20201123,Day 7,2,1,E. coli,100ng/mL LPS,0
13903,20201123,Day 7,2,2,E. coli,100ng/mL LPS,0
13903,20201123,Day 7,2,1,E. coli,0.1ng/mL LTA,0
13903,20201123,Day 7,2,2,E. coli,0.1ng/mL LTA,0
13903,20201123,Day 7,2,1,E. coli,100ng/mL LTA,0
13903,20201123,Day 7,2,2,E. coli,100ng/mL LTA,0
13903,20201123,Day 7,2,1,E. coli,Autoclaved bacteria,0
13903,20201123,Day 7,2,2,E. coli,Autoclaved bacteria,0
13903,20201123,Day 7,2,1,E. coli,Fungi alone,0
13903,20201123,Day 7,2,2,E. coli,Fungi alone,0
13903,20201123,Day 7,2,1,S. aureus,0.1ng/mL LPS,0
13903,20201123,Day 7,2,2,S. aureus,0.1ng/mL LPS,0
13903,20201123,Day 7,2,1,S. aureus,100ng/mL LPS,0
13903,20201123,Day 7,2,2,S. aureus,100ng/mL LPS,0
13903,20201123,Day 7,2,1,S. aureus,0.1ng/mL LTA,0
13903,20201123,Day 7,2,2,S. aureus,0.1ng/mL LTA,0
13903,20201123,Day 7,2,1,S. aureus,100ng/mL LTA,0
13903,20201123,Day 7,2,2,S. aureus,100ng/mL LTA,0
13903,20201123,Day 7,2,1,S. aureus,Autoclaved bacteria,0
13903,20201123,Day 7,2,2,S. aureus,Autoclaved bacteria,0
13903,20201123,Day 7,2,1,S. aureus,Fungi alone,0
13903,20201123,Day 7,2,2,S. aureus,Fungi alone,0
13903,20201130,Day14,2,1,E. coli,0.1ng/mL LPS,0
13903,20201130,Day14,2,2,E. coli,0.1ng/mL LPS,0
13903,20201130,Day14,2,1,E. coli,100ng/mL LPS,0
13903,20201130,Day14,2,2,E. coli,100ng/mL LPS,0
13903,20201130,Day14,2,1,E. coli,0.1ng/mL LTA,0
13903,20201130,Day14,2,2,E. coli,0.1ng/mL LTA,0
13903,20201130,Day14,2,1,E. coli,100ng/mL LTA,0
13903,20201130,Day14,2,2,E. coli,100ng/mL LTA,0
13903,20201130,Day14,2,1,E. coli,Autoclaved bacteria,0
13903,20201130,Day14,2,2,E. coli,Autoclaved bacteria,0
13903,20201130,Day14,2,1,E. coli,Fungi alone,0
13903,20201130,Day14,2,2,E. coli,Fungi alone,0
13903,20201130,Day14,2,1,S. aureus,0.1ng/mL LPS,0
13903,20201130,Day14,2,2,S. aureus,0.1ng/mL LPS,0
13903,20201130,Day14,2,1,S. aureus,100ng/mL LPS,0
13903,20201130,Day14,2,2,S. aureus,100ng/mL LPS,0
13903,20201130,Day14,2,1,S. aureus,0.1ng/mL LTA,0
13903,20201130,Day14,2,2,S. aureus,0.1ng/mL LTA,0
13903,20201130,Day14,2,1,S. aureus,100ng/mL LTA,0
13903,20201130,Day14,2,2,S. aureus,100ng/mL LTA,0
13903,20201130,Day14,2,1,S. aureus,Autoclaved bacteria,0
13903,20201130,Day14,2,2,S. aureus,Autoclaved bacteria,0
13903,20201130,Day14,2,1,S. aureus,Fungi alone,0
13903,20201130,Day14,2,2,S. aureus,Fungi alone,0
19129,20201119,Day 3,2,1,E. coli,0.1ng/mL LPS,0
19129,20201119,Day 3,2,2,E. coli,0.1ng/mL LPS,0
19129,20201119,Day 3,2,1,E. coli,100ng/mL LPS,0
19129,20201119,Day 3,2,2,E. coli,100ng/mL LPS,0
19129,20201119,Day 3,2,1,E. coli,0.1ng/mL LTA,0
19129,20201119,Day 3,2,2,E. coli,0.1ng/mL LTA,0
19129,20201119,Day 3,2,1,E. coli,100ng/mL LTA,0
19129,20201119,Day 3,2,2,E. coli,100ng/mL LTA,0
19129,20201119,Day 3,2,1,E. coli,Autoclaved bacteria,0
19129,20201119,Day 3,2,2,E. coli,Autoclaved bacteria,0
19129,20201119,Day 3,2,1,E. coli,Fungi alone,0
19129,20201119,Day 3,2,2,E. coli,Fungi alone,0
19129,20201119,Day 3,2,1,S. aureus,0.1ng/mL LPS,0
19129,20201119,Day 3,2,2,S. aureus,0.1ng/mL LPS,0
19129,20201119,Day 3,2,1,S. aureus,100ng/mL LPS,0
19129,20201119,Day 3,2,2,S. aureus,100ng/mL LPS,0
19129,20201119,Day 3,2,1,S. aureus,0.1ng/mL LTA,0
19129,20201119,Day 3,2,2,S. aureus,0.1ng/mL LTA,0
19129,20201119,Day 3,2,1,S. aureus,100ng/mL LTA,0
19129,20201119,Day 3,2,2,S. aureus,100ng/mL LTA,0
19129,20201119,Day 3,2,1,S. aureus,Autoclaved bacteria,0
19129,20201119,Day 3,2,2,S. aureus,Autoclaved bacteria,0
19129,20201119,Day 3,2,1,S. aureus,Fungi alone,0
19129,20201119,Day 3,2,2,S. aureus,Fungi alone,0
19129,20201123,Day 7,2,1,E. coli,0.1ng/mL LPS,0
19129,20201123,Day 7,2,2,E. coli,0.1ng/mL LPS,0
19129,20201123,Day 7,2,1,E. coli,100ng/mL LPS,0
19129,20201123,Day 7,2,2,E. coli,100ng/mL LPS,0
19129,20201123,Day 7,2,1,E. coli,0.1ng/mL LTA,0
19129,20201123,Day 7,2,2,E. coli,0.1ng/mL LTA,0
19129,20201123,Day 7,2,1,E. coli,100ng/mL LTA,0
19129,20201123,Day 7,2,2,E. coli,100ng/mL LTA,0
19129,20201123,Day 7,2,1,E. coli,Autoclaved bacteria,0
19129,20201123,Day 7,2,2,E. coli,Autoclaved bacteria,0
19129,20201123,Day 7,2,1,E. coli,Fungi alone,0
19129,20201123,Day 7,2,2,E. coli,Fungi alone,0
19129,20201123,Day 7,2,1,S. aureus,0.1ng/mL LPS,0
19129,20201123,Day 7,2,2,S. aureus,0.1ng/mL LPS,0
19129,20201123,Day 7,2,1,S. aureus,100ng/mL LPS,0
19129,20201123,Day 7,2,2,S. aureus,100ng/mL LPS,0
19129,20201123,Day 7,2,1,S. aureus,0.1ng/mL LTA,0
19129,20201123,Day 7,2,2,S. aureus,0.1ng/mL LTA,0
19129,20201123,Day 7,2,1,S. aureus,100ng/mL LTA,0
19129,20201123,Day 7,2,2,S. aureus,100ng/mL LTA,0
19129,20201123,Day 7,2,1,S. aureus,Autoclaved bacteria,0
19129,20201123,Day 7,2,2,S. aureus,Autoclaved bacteria,0
19129,20201123,Day 7,2,1,S. aureus,Fungi alone,0
19129,20201123,Day 7,2,2,S. aureus,Fungi alone,0
19129,20201130,Day14,2,1,E. coli,0.1ng/mL LPS,0
19129,20201130,Day14,2,2,E. coli,0.1ng/mL LPS,0
19129,20201130,Day14,2,1,E. coli,100ng/mL LPS,0
19129,20201130,Day14,2,2,E. coli,100ng/mL LPS,0
19129,20201130,Day14,2,1,E. coli,0.1ng/mL LTA,0
19129,20201130,Day14,2,2,E. coli,0.1ng/mL LTA,0
19129,20201130,Day14,2,1,E. coli,100ng/mL LTA,0
19129,20201130,Day14,2,2,E. coli,100ng/mL LTA,0
19129,20201130,Day14,2,1,E. coli,Autoclaved bacteria,0
19129,20201130,Day14,2,2,E. coli,Autoclaved bacteria,0
19129,20201130,Day14,2,1,E. coli,Fungi alone,0
19129,20201130,Day14,2,2,E. coli,Fungi alone,0
19129,20201130,Day14,2,1,S. aureus,0.1ng/mL LPS,0
19129,20201130,Day14,2,2,S. aureus,0.1ng/mL LPS,0
19129,20201130,Day14,2,1,S. aureus,100ng/mL LPS,0
19129,20201130,Day14,2,2,S. aureus,100ng/mL LPS,0
19129,20201130,Day14,2,1,S. aureus,0.1ng/mL LTA,0
19129,20201130,Day14,2,2,S. aureus,0.1ng/mL LTA,0
19129,20201130,Day14,2,1,S. aureus,100ng/mL LTA,0
19129,20201130,Day14,2,2,S. aureus,100ng/mL LTA,0
19129,20201130,Day14,2,1,S. aureus,Autoclaved bacteria,0
19129,20201130,Day14,2,2,S. aureus,Autoclaved bacteria,0
19129,20201130,Day14,2,1,S. aureus,Fungi alone,0
19129,20201130,Day14,2,2,S. aureus,Fungi alone,0
5181,20201119,Day 3,2,1,E. coli,0.1ng/mL LPS,0
5181,20201119,Day 3,2,2,E. coli,0.1ng/mL LPS,0
5181,20201119,Day 3,2,1,E. coli,100ng/mL LPS,0
5181,20201119,Day 3,2,2,E. coli,100ng/mL LPS,0
5181,20201119,Day 3,2,1,E. coli,0.1ng/mL LTA,0
5181,20201119,Day 3,2,2,E. coli,0.1ng/mL LTA,0
5181,20201119,Day 3,2,1,E. coli,100ng/mL LTA,0
5181,20201119,Day 3,2,2,E. coli,100ng/mL LTA,0
5181,20201119,Day 3,2,1,E. coli,Autoclaved bacteria,0
5181,20201119,Day 3,2,2,E. coli,Autoclaved bacteria,0
5181,20201119,Day 3,2,1,E. coli,Fungi alone,0
5181,20201119,Day 3,2,2,E. coli,Fungi alone,0
5181,20201119,Day 3,2,1,S. aureus,0.1ng/mL LPS,0
5181,20201119,Day 3,2,2,S. aureus,0.1ng/mL LPS,0
5181,20201119,Day 3,2,1,S. aureus,100ng/mL LPS,0
5181,20201119,Day 3,2,2,S. aureus,100ng/mL LPS,0
5181,20201119,Day 3,2,1,S. aureus,0.1ng/mL LTA,0
5181,20201119,Day 3,2,2,S. aureus,0.1ng/mL LTA,0
5181,20201119,Day 3,2,1,S. aureus,100ng/mL LTA,0
5181,20201119,Day 3,2,2,S. aureus,100ng/mL LTA,0
5181,20201119,Day 3,2,1,S. aureus,Autoclaved bacteria,0
5181,20201119,Day 3,2,2,S. aureus,Autoclaved bacteria,0
5181,20201119,Day 3,2,1,S. aureus,Fungi alone,0
5181,20201119,Day 3,2,2,S. aureus,Fungi alone,0
5181,20201123,Day 7,2,1,E. coli,0.1ng/mL LPS,0
5181,20201123,Day 7,2,2,E. coli,0.1ng/mL LPS,0
5181,20201123,Day 7,2,1,E. coli,100ng/mL LPS,0
5181,20201123,Day 7,2,2,E. coli,100ng/mL LPS,0
5181,20201123,Day 7,2,1,E. coli,0.1ng/mL LTA,0
5181,20201123,Day 7,2,2,E. coli,0.1ng/mL LTA,0
5181,20201123,Day 7,2,1,E. coli,100ng/mL LTA,0
5181,20201123,Day 7,2,2,E. coli,100ng/mL LTA,0
5181,20201123,Day 7,2,1,E. coli,Autoclaved bacteria,0
5181,20201123,Day 7,2,2,E. coli,Autoclaved bacteria,0
5181,20201123,Day 7,2,1,E. coli,Fungi alone,0
5181,20201123,Day 7,2,2,E. coli,Fungi alone,0
5181,20201123,Day 7,2,1,S. aureus,0.1ng/mL LPS,0
5181,20201123,Day 7,2,2,S. aureus,0.1ng/mL LPS,0
5181,20201123,Day 7,2,1,S. aureus,100ng/mL LPS,0
5181,20201123,Day 7,2,2,S. aureus,100ng/mL LPS,0
5181,20201123,Day 7,2,1,S. aureus,0.1ng/mL LTA,0
5181,20201123,Day 7,2,2,S. aureus,0.1ng/mL LTA,0
5181,20201123,Day 7,2,1,S. aureus,100ng/mL LTA,0
5181,20201123,Day 7,2,2,S. aureus,100ng/mL LTA,0
5181,20201123,Day 7,2,1,S. aureus,Autoclaved bacteria,0
5181,20201123,Day 7,2,2,S. aureus,Autoclaved bacteria,0
5181,20201123,Day 7,2,1,S. aureus,Fungi alone,0
5181,20201123,Day 7,2,2,S. aureus,Fungi alone,0
5181,20201130,Day14,2,1,E. coli,0.1ng/mL LPS,0
5181,20201130,Day14,2,2,E. coli,0.1ng/mL LPS,0
5181,20201130,Day14,2,1,E. coli,100ng/mL LPS,0
5181,20201130,Day14,2,2,E. coli,100ng/mL LPS,0
5181,20201130,Day14,2,1,E. coli,0.1ng/mL LTA,0
5181,20201130,Day14,2,2,E. coli,0.1ng/mL LTA,0
5181,20201130,Day14,2,1,E. coli,100ng/mL LTA,0
5181,20201130,Day14,2,2,E. coli,100ng/mL LTA,0
5181,20201130,Day14,2,1,E. coli,Autoclaved bacteria,0
5181,20201130,Day14,2,2,E. coli,Autoclaved bacteria,0
5181,20201130,Day14,2,1,E. coli,Fungi alone,0
5181,20201130,Day14,2,2,E. coli,Fungi alone,0
5181,20201130,Day14,2,1,S. aureus,0.1ng/mL LPS,0
5181,20201130,Day14,2,2,S. aureus,0.1ng/mL LPS,0
5181,20201130,Day14,2,1,S. aureus,100ng/mL LPS,0
5181,20201130,Day14,2,2,S. aureus,100ng/mL LPS,0
5181,20201130,Day14,2,1,S. aureus,0.1ng/mL LTA,0
5181,20201130,Day14,2,2,S. aureus,0.1ng/mL LTA,0
5181,20201130,Day14,2,1,S. aureus,100ng/mL LTA,0
5181,20201130,Day14,2,2,S. aureus,100ng/mL LTA,0
5181,20201130,Day14,2,1,S. aureus,Autoclaved bacteria,0
5181,20201130,Day14,2,2,S. aureus,Autoclaved bacteria,0
5181,20201130,Day14,2,1,S. aureus,Fungi alone,0
5181,20201130,Day14,2,2,S. aureus,Fungi alone,0
146,20201204,Day 3,3,1,E. coli,0.1ng/mL LPS,0
146,20201204,Day 3,3,2,E. coli,0.1ng/mL LPS,0
146,20201204,Day 3,3,1,E. coli,100ng/mL LPS,0
146,20201204,Day 3,3,2,E. coli,100ng/mL LPS,0
146,20201204,Day 3,3,1,E. coli,0.1ng/mL LTA,0
146,20201204,Day 3,3,2,E. coli,0.1ng/mL LTA,0
146,20201204,Day 3,3,1,E. coli,100ng/mL LTA,0
146,20201204,Day 3,3,2,E. coli,100ng/mL LTA,0
146,20201204,Day 3,3,1,E. coli,Autoclaved bacteria,0
146,20201204,Day 3,3,2,E. coli,Autoclaved bacteria,0
146,20201204,Day 3,3,1,E. coli,Fungi alone,0
146,20201204,Day 3,3,2,E. coli,Fungi alone,0
CON,20201204,Day 3,3,1,E. coli,CON control,0
CON,20201204,Day 3,3,2,E. coli,CON control,0
CON,20201204,Day 3,3,1,E. coli,PDB control,0
CON,20201204,Day 3,3,2,E. coli,PDB control,0
146,20201204,Day 3,3,1,S. aureus,0.1ng/mL LPS,0
146,20201204,Day 3,3,2,S. aureus,0.1ng/mL LPS,0
146,20201204,Day 3,3,1,S. aureus,100ng/mL LPS,0
146,20201204,Day 3,3,2,S. aureus,100ng/mL LPS,0
146,20201204,Day 3,3,1,S. aureus,0.1ng/mL LTA,0
146,20201204,Day 3,3,2,S. aureus,0.1ng/mL LTA,0
146,20201204,Day 3,3,1,S. aureus,100ng/mL LTA,0
146,20201204,Day 3,3,2,S. aureus,100ng/mL LTA,0
146,20201204,Day 3,3,1,S. aureus,Autoclaved bacteria,0
146,20201204,Day 3,3,2,S. aureus,Autoclaved bacteria,0
146,20201204,Day 3,3,1,S. aureus,Fungi alone,0
146,20201204,Day 3,3,2,S. aureus,Fungi alone,0
CON,20201204,Day 3,3,1,S. aureus,CON control,0
CON,20201204,Day 3,3,2,S. aureus,CON control,0
CON,20201204,Day 3,3,1,S. aureus,PDB control,0
CON,20201204,Day 3,3,2,S. aureus,PDB control,0
146,20201208,Day 7,3,1,E. coli,0.1ng/mL LPS,0
146,20201208,Day 7,3,2,E. coli,0.1ng/mL LPS,0
146,20201208,Day 7,3,1,E. coli,100ng/mL LPS,0
146,20201208,Day 7,3,2,E. coli,100ng/mL LPS,0
146,20201208,Day 7,3,1,E. coli,0.1ng/mL LTA,0
146,20201208,Day 7,3,2,E. coli,0.1ng/mL LTA,0
146,20201208,Day 7,3,1,E. coli,100ng/mL LTA,0
146,20201208,Day 7,3,2,E. coli,100ng/mL LTA,0
146,20201208,Day 7,3,1,E. coli,Autoclaved bacteria,0
146,20201208,Day 7,3,2,E. coli,Autoclaved bacteria,0
146,20201208,Day 7,3,1,E. coli,Fungi alone,0
146,20201208,Day 7,3,2,E. coli,Fungi alone,0
CON,20201208,Day 7,3,1,E. coli,CON control,0
CON,20201208,Day 7,3,2,E. coli,CON control,0
CON,20201208,Day 7,3,1,E. coli,PDB control,0
CON,20201208,Day 7,3,2,E. coli,PDB control,0
146,20201208,Day 7,3,1,S. aureus,0.1ng/mL LPS,0
146,20201208,Day 7,3,2,S. aureus,0.1ng/mL LPS,0
146,20201208,Day 7,3,1,S. aureus,100ng/mL LPS,0
146,20201208,Day 7,3,2,S. aureus,100ng/mL LPS,0
146,20201208,Day 7,3,1,S. aureus,0.1ng/mL LTA,0
146,20201208,Day 7,3,2,S. aureus,0.1ng/mL LTA,0
146,20201208,Day 7,3,1,S. aureus,100ng/mL LTA,0
146,20201208,Day 7,3,2,S. aureus,100ng/mL LTA,0
146,20201208,Day 7,3,1,S. aureus,Autoclaved bacteria,0
146,20201208,Day 7,3,2,S. aureus,Autoclaved bacteria,0
146,20201208,Day 7,3,1,S. aureus,Fungi alone,0
146,20201208,Day 7,3,2,S. aureus,Fungi alone,0
CON,20201208,Day 7,3,1,S. aureus,CON control,0
CON,20201208,Day 7,3,2,S. aureus,CON control,0
CON,20201208,Day 7,3,1,S. aureus,PDB control,0
CON,20201208,Day 7,3,2,S. aureus,PDB control,0
146,20201215,Day14,3,1,E. coli,0.1ng/mL LPS,0
146,20201215,Day14,3,2,E. coli,0.1ng/mL LPS,0
146,20201215,Day14,3,1,E. coli,100ng/mL LPS,0
146,20201215,Day14,3,2,E. coli,100ng/mL LPS,0
146,20201215,Day14,3,1,E. coli,0.1ng/mL LTA,0
146,20201215,Day14,3,2,E. coli,0.1ng/mL LTA,0
146,20201215,Day14,3,1,E. coli,100ng/mL LTA,0
146,20201215,Day14,3,2,E. coli,100ng/mL LTA,0
146,20201215,Day14,3,1,E. coli,Autoclaved bacteria,0
146,20201215,Day14,3,2,E. coli,Autoclaved bacteria,0
146,20201215,Day14,3,1,E. coli,Fungi alone,0
146,20201215,Day14,3,2,E. coli,Fungi alone,0
CON,20201215,Day14,3,1,E. coli,CON control,0
CON,20201215,Day14,3,2,E. coli,CON control,0
CON,20201215,Day14,3,1,E. coli,PDB control,0
